name,display_name,categories,display_categories,description,address,phone,website,source,latitude,longitude,yelp_alias,yelp_api,yelp_id
the bléu kitchen,The Bléu Kitchen,Restaurants,Restaurants,,"16527 S Harris Ave Compton, CA 90221",,https://www.instagram.com/bleukitchen/?hl=en,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
the boujie crab,The Boujie Crab,Restaurants,Restaurants,,"1002 E South St Long Beach, CA 90805",562-612-3311,https://www.theboujiecrab.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.85999,-118.180847,the-boujie-crab-long-beach,true,q-ZXH1x9mvqJq8aW5XJBrA
the corner 10th's bbq,The Corner 10th’s BBQ,Restaurants,Restaurants,,"3200 E 10th St Long Beach, CA 90804",562-434-2411,https://www.thecorner10th.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.7788,-118.15426,the-corner-10th-s-bbq-long-beach,true,9qjnljQPkP2W63dShFB92A
the court cafe,The Court Cafe,Restaurants,Restaurants,,"5496 W Centinela Ave Los Angeles, CA 90044",310-431-4969,https://www.yelp.com/biz/the-court-cafe-los-angeles,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.97678184,-118.3764085,the-court-cafe-los-angeles,true,4zU-v2OxDSosvNpFb37whw
the d.w. cookie co.,The DW Cookie Co,Restaurants,Restaurants,,"18962 Soledad Canyon Rd Santa Clarita, CA 91351",661-505-0781,https://www.yelp.com/biz/the-dw-cookie-co,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.4156349,-118.4668163,the-dw-cookie-co-santa-clarita-2,true,AKW07_t1VB7bc8Oc7yzYmQ
the gourmet cobbler factory,The Gourmet Cobbler Factory,Restaurants,Restaurants,,"33 N Catalina Ave Pasadena, CA 91106",626-795-1005,https://cobblerfactorypasadena.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.1463601,-118.1295649,the-gourmet-cobbler-factory-pasadena,true,k_NfezjXaXsTkKpmD0xcxQ
the jerk spot,The Jerk Spot Jamaican Restaurant,Restaurants,Restaurants,,"9006 Venice Blvd Culver City, CA 90232",310-815-1160,http://jerkspotla.com/index.html,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.02758954,-118.3909683,the-jerk-spot-jamaican-restaurant-culver-city-2,true,0jMeb7Pp8Tqj9YAu0Yi8hA
the juice,The Juice,Restaurants,Restaurants,,"3145 Glendale Blvd Los Angeles, CA 90039",323-644-0250,https://thejuicela.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.11717,-118.26229,the-juice-los-angeles,true,aZDNqo30EgApA8f9Bcq_iw
the kobbler king,The Kobbler King,Restaurants,Restaurants,,"3622 W Jefferson Blvd Los Angeles, CA 90016",323-731-9286,http://thekobblerking.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0254351,-118.3361849,the-kobbler-king-los-angeles,true,pVOI_r7_5lGXNB-Mzmqtlw
the lion's feast,The Lion'S Feast,Restaurants,Restaurants,,,562-375-1051,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
the memphis grill,The Memphis Grill,Restaurants,Restaurants,,"5759 Lankershim Blvd Los Angeles, CA 91601",818-738-9993,https://www.thememphisgrill.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.17543,-118.38136,the-memphis-grill-los-angeles-2,true,C-X1bZ9feYeZrFhWqvnF8g
the original coley's,The Original Coley’s,Restaurants,Restaurants,,"Los Angeles, CA 90001",818-261-7680,https://www.yelp.com/biz/the-original-coley,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.20199526,-118.4226181,the-original-coley-s-los-angeles,true,zNBB7hTGBA-kV17qmcJqkA
the original taco petes,The Original Taco Petes,Restaurants,Restaurants,,"12007 S Central Ave, Los Angeles, CA 90059",333-569-5164,https://originaltacopete.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
the real cake baker,The Real Cake Baker,Restaurants,Restaurants,,"Los Angeles, CA 90044",323-305-2482,https://www.therealcakebakery.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.96137,-118.28978,the-real-cake-baker-los-angeles-2,true,CxjKQ0yGti9TJx30euL-Vw
the reverse orangutan,The Reverse Orangutan,Restaurants,Restaurants,,"440 E Rte 66 Glendora, CA 91740",,https://www.thereverseorangutan.com/coffee/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.12841,-117.858868,the-reverse-orangutan-glendora,true,9j3Xc3JGNjIrb71F7lcm4g
the sammich shop,The Sammiche Shoppe,Restaurants,Restaurants,,"222 East Regent Inglewood, CA 90301",424-331-5378,https://www.sammicheshoppe.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9642951,-118.3529886,the-sammiche-shoppe-inglewood,true,GepaNFnlIsWk3dvRa8xzhw
the serving spoon,The Serving Spoon,Restaurants,Restaurants,"The Serving Spoon, 1403 Centinela Ave., Inglewood, (310) 412-3927,","1403 Centinela Ave Inglewood, CA 90302",310-412-3927,https://theservingspoon.net/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.97628555,-118.3634377,the-serving-spoon-inglewood,true,1xNQduoGeXOwp-06VneKeA
the snoball shop,SnoBall Shop,Restaurants,Restaurants,,"4452 W Slauson Los Angeles, CA 90043",,http://www.snoballshop.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.98864746,-118.3537903,snoball-shop-los-angeles,true,-RdSyuRT4vi2kqNQoxkSjg
the soul food shack,Soul Food Shack,Restaurants,Restaurants,,"1762 W El Segundo Blvd Gardena, CA 90249",323-923-8982,https://soulfoodshackgarde.wixsite.com,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.916522,-118.30865,soul-food-shack-gardena,true,qsmIXoeSEVWGq0RegtyqrA
the vtree,Vtree at Yamashiro,Restaurants,Restaurants,,"1999 N Sycamore Ave Hollywood, CA 90068",323-466-5125,https://www.thevtreehollywood.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.105866,-118.342158,vtree-at-yamashiro-hollywood,true,RDaB-JGgyjIGf_S_g0oy3Q
the wood urban kitchen,The Wood Urban Kitchen & Sports Lounge,Restaurants,Restaurants,,"129 N Market St Inglewood, CA 90301",310-466-9741,https://www.yelp.com/biz/the-wood-urban-kitchen,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.96362,-118.352275,the-wood-urban-kitchen-and-sports-lounge-inglewood,true,HwTv2sTZDYjHxT9AS-MUSA
thrive doughnuts,Thrive Doughnuts,Restaurants,Restaurants,"Thrive Doughnuts, Canoga Park,","9030 Owensmouth Ave Canoga Park, CA 91304",,https://www.thrivedoughnuts.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,,,,false,
tiffany cakes desserts,Tiffany Cakes Desserts,Restaurants,Restaurants,,,,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
time 2 grub,TIME 2 GRUB,Restaurants,Restaurants,,"1140 Commerce Center Dr Ste P11 inside Sol Plaza Boutique Mall Lancaster, CA 93534",661-468-0280,https://www.yelp.com/biz/time-2-grub-lancaster-4,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.67165794,-118.151238,time-2-grub-lancaster-4,true,aYhKKdQ9lOLkihADmJHKfA
tisket a tasket,Tisket A Tasket Catering & Food Services,Restaurants,Restaurants,,"3850 W Slauson Ave Los Angeles, CA 90043",323-291-8021,https://tisketatasketcatering.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9888251,-118.3414326,tisket-a-tasket-catering-and-food-services-los-angeles,true,VaS8pZT8Ycgy0S-dd8sAOQ
totos african cuisine van nuys,Totos' African Cuisine,Restaurants,Restaurants,,"15355 Sherman Way Van Nuys, CA 91406",818-781-3015,https://www.yelp.com/biz/totos-african-cuisine,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.20177,-118.46801,totos-african-cuisine-van-nuys,true,OhchQDgESz6kZLXHYVcJsQ
tracy's belizean restaurant,Tracey's Belizean Restaurant,Restaurants,Restaurants,,"3810 S Western Ave Los Angeles, CA 90062",323-735-2166,https://www.yelp.com/biz/traceys-belizean,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0169944,-118.308632,traceys-belizean-restaurant-los-angeles,true,mQMCi60kT3UeVuDiOckG_w
trap kitchen,Trap Kitchen,Restaurants,Restaurants,,"4712 Lomita St Los Angeles, CA 90019",503-442-0748,https://www.trapkitchen.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
treme kitchen,Treme Kitchen,Restaurants,Restaurants,,"Leimert Park, CA 90008",,https://www.tremekitchen.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.00838089,-118.330452,treme-kitchen-leimert-park,true,ML8M8BBpq8z5QmIHT4D2bg
trencher,Trencher,Restaurants,Restaurants,,"1305 Portia St Los Angeles, CA 90026",323-604-9621,http://trencherla.com,https://loveandloathingla.com/list-of-black-owned-businesses-in-la/,34.07594168,-118.2541,trencher-los-angeles-2,true,fXM8bctfUDmzmlzZC4oGBA
twins smoke house bbq,Twins Smoke House BBQ,Restaurants,Restaurants,,"1555 W Willow St Long Beach, CA 90810",562-427-4800,http://www.twinssmokehouse.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.8045249,-118.2137501,twins-smoke-house-bbq-long-beach,true,7VhcFdu-x3SVve-8h0K1eg
uedf fish & chips,UEDF Fish & Chips,Restaurants,Restaurants,,"2191 N Lake Ave Altadena, CA 91001",626-794-0277,https://www.facebook.com/UEDF-FISH-Chips,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.1834564,-118.1317825,uedf-fish-and-chips-altadena,true,0KYAupR7scjkMhT72nO3nA
uncle andre's bbq,Uncle Andre's BBQ,Restaurants,Restaurants,,"11715 Moorpark St Studio City, CA 91604",818-763-8414,https://www.yelp.com/biz/uncle-andres-bbq,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.150678,-118.388265,uncle-andres-bbq-studio-city,true,2b0t01mATtzhY3s-o-TxvA
undergrind cafe,Undergrind Cafe,Restaurants,Restaurants,"Undergrind has a variety of flavored lattes, coffee drinks and breakfast foods. Open for takeout and delivery. 2713 S Robertson Blvd., Beverlywood,","2713 S Robertson Blvd Los Angeles, CA 90034",310-730-6392,http://www.undergrindcafe.com/,https://www.latimes.com/lifestyle/story/2020-06-12/heres-a-list-of-black-owned-coffee-shops-in-la,34.03734,-118.38892,undergrind-cafe-los-angeles,true,BFnR7RkLsDUoLd9P3z2l9Q
union,Union,Restaurants,Restaurants,"Avant garde meets streetwear at Chris Gibbs’ and Beth Birkett’s boutique in the “guy’s gulch” stretch of La Brea Avenue. 110 S. La Brea Ave., Los Angeles, (323) 549-6950, store.unionlosangeles.com","37 E Union St Pasadena, CA 91103",626-795-5841,https://store.unionlosangeles.com/,https://www.latimes.com/lifestyle/story/2020-06-03/black-owned-businesses-in-los-angeles,34.146963,-118.1496096,union-pasadena,true,gWh55W-4UJYU7NTYGxGUbg
urban comfort foods,Urban Comfort Foods,Restaurants,Restaurants,,"6130 S AVALON BLVD 126. LOS ANGELES, CA 90022",,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
vanillablack,VanillaBlack,Restaurants,Restaurants,"Vanessa Butler’s small coffee shop in Echo Park has a variety of coffee drinks including a “vanilla bomb” and vegan food options. 1825 Sunset Blvd., Echo Park.","1825 Sunset Blvd Los Angeles, CA 90026",,,https://www.latimes.com/lifestyle/story/2020-06-12/heres-a-list-of-black-owned-coffee-shops-in-la,34.07808787,-118.2599956,vanillablack-los-angeles,true,hu_bFalIX0VijV-Kl88R8w
veronica's kitchen,Veronica's Kitchen,Restaurants,Restaurants,"Veronica’s Kitchen, 401 E. Hillcrest Blvd., Inglewood, (310) 673-4890,","401 E Hillcrest Blvd Inglewood, CA 90301",310-673-4890,https://www.facebook.com/pages/category/African-Restaurant/Veronicas-Kitchen-115691395180607/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.9612,-118.34977,veronicas-kitchen-inglewood,true,o9v7QpQcBwdvFIPdUJxkOA
voodoo vegan,Voodoo Vegan,Restaurants,Restaurants,,"Los Angeles, CA 90047",310-437-9632,https://www.yelp.com/biz/voodoo-vegan,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.94351959,-118.3103256,voodoo-vegan-los-angeles,true,IiOCPQrQ6Gsl5r0R9xrguw
vurger guyz,Vurger Guyz,Restaurants,Restaurants,,"Los Angeles, CA 90017",213-298-1724,https://www.vurgerguyz.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.05289,-118.26351,vurger-guyz-los-angeles,true,BBISsVQ-GMYr2emuWgtDPw
watts burgers,Watts Burgers,Restaurants,Restaurants,"Watts Burgers, 10203 S. Central Ave., Watts, (323) 749-0556","10203 S Central Ave Los Angeles, CA 90002",323-749-0556,,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.94401477,-118.2542783,watts-burgers-los-angeles,true,Ekrm1S_5x5dcgZeYgbgZRA
watts coffee house,Watts Coffee House,Restaurants,Restaurants,,"1827 E 103rd St Los Angeles, CA 90002",323-249-4343,https://www.facebook.com/wherewe,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.943472,-118.239854,watts-coffee-house-los-angeles,true,jXlGcuFRUSBxm5ycg3UQOw
wecupcake,We Cupcake,Restaurants,Restaurants,"WeCupcake, 10807 Crenshaw Blvd., Inglewood, (424) 261-3080","10807 Crenshaw Blvd Inglewood, CA 90303",424-261-3080,http://www.wecupcake.net/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.9374182,-118.326754,we-cupcake-inglewood,true,8G7fncx8gHqczftW0z3iMQ
who's hungry caribbean restaurant,Who's Hungry Caribbean Restaurant,Restaurants,Restaurants,,"2959 Crenshaw Blvd Los Angeles, CA 90016",213-610-4199,https://www.whoshungrycatering.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.027839,-118.335351,whos-hungry-caribbean-restaurant-los-angeles,true,mf0i0G98feaqN6Q-ke6v6Q
wi jammin cafe,Wi Jammin Caribbean Cafe,Restaurants,Restaurants,,"1359 S Redondo Blvd Los Angeles, CA 90019",323-936-1039,https://www.wijammincafe.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.04838749,-118.3493823,wi-jammin-caribbean-cafe-los-angeles,true,tzhSIM2rlEVjBB5qe7j63g
wilson's bbq rib shack,Wilson's BBQ Rib Shack,Restaurants,Restaurants,,"300 N El Molino St Alhambra, CA 91801",323-457-0258,https://www.wilsonsbbqribshack.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.10375,-118.11753,wilsons-bbq-rib-shack-alhambra-2,true,TYxzlQFrkFHxZIOhJHlgAg
wingopolis,Wingopolis,Restaurants,Restaurants,"Wingopolis, 740 Centinela Ave., #103, Inglewood, (310) 910-0291","740 Centinela Ave Ste 103 Inglewood, CA 90302",310-910-0291,,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.97566,-118.35206,wingopolis-inglewood,true,PMmxE1TI6dWGvln6DnIcQg
wings and pot,Wings & Pot,Restaurants,Restaurants,,"2108 W Manchester Ave Los Angeles, CA 90047",323-920-7575,https://www.yelp.com/biz/wings-and-pot,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.95968,-118.31648,wings-and-pot-los-angeles,true,-2j7SP_13FMBGOr4ds_nfQ
woodspoon,Wood Spoon,Restaurants,Restaurants,"Woodspoon, 107 W. 9th St., Los Angeles, (213) 629-1765,","107 W 9th St Los Angeles, CA 90015",213-629-1765,https://www.instagram.com/vanillablackla/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.04191749,-118.2551352,wood-spoon-los-angeles-5,true,ta7GyGyMGnn_LeJkUeLqdQ
woody's bbq,Woody's Bar-B-Que,Restaurants,Restaurants,"Woody’s BBQ, 475 S. Market St., Inglewood, (310) 672-4200,","3446 W Slauson Ave Los Angeles, CA 90043",323-294-9443,http://www.woodysbarbquela.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.98880643,-118.3326876,woodys-bar-b-que-los-angeles,true,w6yYnB0uUkE6cGu384zm3A
world wide tacos,Worldwide Tacos,Restaurants,Restaurants,,"2419 W Martin Luther King J Los Angeles, CA 90008",323-291-1500,http://worldwidetacos.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0109334,-118.3198899,worldwide-tacos-los-angeles,true,HpGFjRML4rKx6WCdZbGc7w
wowo's bbq,Wowo's Smokin' Hot BBQ,Restaurants,Restaurants,,"13022 Whittier Blvd Whittier, CA 90602",562-273-5477,https://www.wowosbbq.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.96495,-118.03652,wowos-smokin-hot-bbq-whittier-2,true,4JmkRUEyfLYVqZElrSFQYQ
yo-way eatery,Yo-Way Eatery,Restaurants,Restaurants,"Yo Way Deli, 17901 Vermont Ave., Gardena, (424) 228-1101,","17901 S Vermont Ste D Gardena, CA 90248",424-228-1101,https://yowayeatery.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.8678648,-118.2911208,yo-way-eatery-gardena-2,true,26qU1-u0hSYOjYDaqIcGPw
yordanos ethiopian restaurant,Yordanos Ethiopian Restaurant,Restaurants,Restaurants,,"4020 W Martin Luther King Jr Blvd Los Angeles, CA 90008",323-815-9262,https://www.yelp.com/biz/yordanos,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.01550683,-118.3433355,yordanos-ethiopian-restaurant-los-angeles,true,SVOMbZtuceU-_wPTt_5SAw
your bakery 1st,Your Bakery 1st,Restaurants,Restaurants,,"6525 West Blvd Inglewood, CA 90302",310-673-0744,https://www.yourbakery1st.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9798801,-118.3353349,your-bakery-1st-inglewood,true,_fZrwdeJDxBojcAPfaPsMA
zac's sweet shop,Zac'S Sweet Shop,Restaurants,Restaurants,,"230 W Ave 26 Los Angeles, CA 90031",,https://zacssweetshop.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
